Customer Name,Email,Location,Model,Range(km),Vehicle Type,Launch Date,Description,Cost,Price (NPR),Units Sold,Sale Date,Payment Method,Sale Month number,Sale Month Name,Sale Year,Total Revenue,Profit
Rebecca Smith,donnastevens@hotmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-03-06,Full Cash,3,March,2023,27120000,22534500
Sabrina Wright,kristywright@yahoo.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2022-03-01,EMI,3,March,2022,17700000,13717500
Stacy Norris,lisaberry@gmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-06-20,EMI,6,June,2021,5900000,1917500
Deborah Fletcher,eric34@hotmail.com,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,0,2024-01-24,Full Cash,1,January,2024,0,-7425000
Stephanie Atkins,morrisstephen@wong-chung.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-04-16,Full Cash,4,April,2021,17700000,13717500
Thomas Hutchinson,baxterjason@walker.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-11-18,EMI,11,November,2023,0,-4585500
Lawrence Nguyen,westvictor@norman.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-03-29,EMI,3,March,2024,13560000,8974500
Scott Gonzalez,ukennedy@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-12-17,EMI,12,December,2023,20340000,15754500
Wayne Cruz,nathan00@hotmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-03-29,EMI,3,March,2023,0,-4585500
Jorge Nixon,jenniferjones@yahoo.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-10-11,Full Cheque,10,October,2023,4115000,1334375
Carla Lester,codyvaldez@hotmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2022-03-08,EMI,3,March,2022,17700000,13717500
Joseph Jones,ronaldduncan@gmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-12,Full Cash,9,September,2023,12345000,9564375
Emily Payne,andrew66@hotmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2021-03-20,EMI,3,March,2021,0,-3982500
Melissa Wyatt,ygordon@hotmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-21,EMI,9,September,2023,4115000,1334375
Troy Brewer,michael66@duncan.org,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-11-07,Full Cash,11,November,2023,4115000,1334375
Danny Walker,katie91@parsons.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2022-12-10,EMI,12,December,2022,13560000,8974500
Zachary Beltran,taylorkimberly@wong.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-11-28,EMI,11,November,2023,0,-2780625
Deborah Fletcher,eric34@hotmail.com,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,3,2024-01-24,Full Cash,1,January,2024,33000000,25575000
Kimberly Barrera,christinewells@gmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2024-03-28,Full Cash,3,March,2024,12345000,9564375
Douglas Smith,tleach@hotmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-20,EMI,9,September,2023,4115000,1334375
Ronald Johnson,melissavaldez@hotmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2022-07-02,Full Cheque,7,July,2022,11800000,7817500
Rachel Klein,riggsmario@hotmail.com,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,1,2024-01-25,Full Cash,1,January,2024,11000000,3575000
David Morales,brandonmorales@watson-foster.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-07-31,Full Cash,7,July,2024,6780000,2194500
Dana Juarez,monicacooper@gmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2021-05-02,EMI,5,May,2021,0,-3982500
Samuel Lee,michelle09@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-03-01,Full Cash,3,March,2023,13560000,8974500
Edward Lewis,llam@gmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-22,Full Cheque,9,September,2023,12345000,9564375
Jamie Ruiz,elizabethwoodward@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-09-02,EMI,9,September,2023,6780000,2194500
Christy Weber,asmith@lopez.biz,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-01-20,Full Cash,1,January,2023,13560000,8974500
Emily Martinez,bsmith@hanson.com,Lalitpur,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-26,EMI,12,December,2024,11780000,7800250
Paul Washington,gonzalezjustin@cook.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-06-10,Full Cash,6,June,2024,20340000,15754500
Robert Martinez,william39@owens.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-06-30,EMI,6,June,2024,6780000,2194500
Scott Lewis,edwardcrawford@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-11-17,EMI,11,November,2024,0,-4585500
Jennifer Jacobs,markbell@bowen.info,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-03-26,EMI,3,March,2023,6780000,2194500
Alejandro Rich,lpatterson@yahoo.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-17,Full Cash,9,September,2023,4115000,1334375
Stacy Cordova,iellis@yahoo.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-10-26,EMI,10,October,2023,6780000,2194500
Kari Holloway,rebeccathomas@garcia.biz,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-08-21,EMI,8,August,2023,27120000,22534500
Marc Rogers,barryrodgers@yahoo.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-28,EMI,9,September,2023,4115000,1334375
Wanda Fisher,greenalec@may.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-04-08,Full Cash,4,April,2021,17700000,13717500
Christopher Thomas,stewartshannon@yahoo.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-01-16,EMI,1,January,2024,27120000,22534500
Travis Mcmahon,simonwilliam@hotmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-05-20,Full Cash,5,May,2024,20340000,15754500
Jennifer Poole,anthony76@williams.info,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-04-15,EMI,4,April,2024,20340000,15754500
Michelle Jones,huntcourtney@gordon.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2022-11-23,EMI,11,November,2022,6780000,2194500
Joseph Kane,deniseadams@torres.com,Lalitpur,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,1,2024-12-27,EMI,12,December,2024,5890000,1910250
Justin Perez,plambert@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-02-06,EMI,2,February,2024,20340000,15754500
Joshua Carter,amy84@yahoo.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2022-07-01,EMI,7,July,2022,11800000,7817500
Dawn Thomas,alexanderjones@gaines.org,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,1,2024-01-26,EMI,1,January,2024,19500000,6337500
Laurie Meyer,phowell@smith.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-11-03,EMI,11,November,2023,0,-4585500
Nathan Mann,hernandezdebra@gmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2022-02-18,EMI,2,February,2022,0,-3982500
Terri Romero,cpacheco@gmail.com,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,3,2024-01-23,EMI,1,January,2024,58500000,45337500
Melissa Freeman,rachel94@yahoo.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-11,EMI,9,September,2023,4115000,1334375
Jose Griffin,lfoster@wood.biz,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,1,2024-01-23,EMI,1,January,2024,19500000,6337500
Thomas Gray,ericcervantes@scott.info,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-07-25,EMI,7,July,2024,6780000,2194500
Jessica Stevens,campbelldavid@henry-marquez.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-04-13,Full Cash,4,April,2024,6780000,2194500
Brenda Brown,jane91@hotmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-12-15,EMI,12,December,2023,20340000,15754500
Brenda Michael,ghouse@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-07-29,EMI,7,July,2023,6780000,2194500
Kyle Gonzalez,sandovaljennifer@arellano-gonzalez.org,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-22,EMI,9,September,2023,4115000,1334375
Robert Gonzales,diane88@valenzuela-baker.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-10-24,EMI,10,October,2023,4115000,1334375
Helen Small,amanda42@hotmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-04-04,EMI,4,April,2024,6780000,2194500
Thomas Arroyo,yhall@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-11-30,EMI,11,November,2023,0,-4585500
Mrs. Cynthia Webb MD,allisonmiller@hotmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-04-27,EMI,4,April,2023,6780000,2194500
Melissa Hancock,sharon83@brown-mcgrath.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-16,Full Cash,9,September,2023,4115000,1334375
Brittany Wang,marymoran@yahoo.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,4,2022-05-21,EMI,5,May,2022,23600000,19617500
Elizabeth Wilson,jill03@franklin-guzman.org,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-06-28,EMI,6,June,2021,5900000,1917500
Michael Hill,xmartinez@brooks.net,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-23,Full Cheque,9,September,2023,12345000,9564375
Anne Perez,jkennedy@hotmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-24,EMI,9,September,2023,0,-2780625
Sandra Perry,jtucker@hotmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-20,EMI,9,September,2023,16460000,13679375
Eric Pena,wrightmegan@jimenez.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-06-29,EMI,6,June,2024,27120000,22534500
Ethan Vaughan,jason60@sweeney.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-05-11,Full Cash,5,May,2021,5900000,1917500
Dr. Jennifer Olson,greerjeremy@yahoo.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-02-18,Full Cheque,2,February,2023,13560000,8974500
Kathryn Phillips,mitchellkaufman@gmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-05-04,EMI,5,May,2021,5900000,1917500
Debra Gordon,rachel46@johnson-murray.info,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,1,2024-01-22,Full Cheque,1,January,2024,11000000,3575000
Joshua Taylor,armstrongmichael@hotmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,4,2022-11-16,EMI,11,November,2022,23600000,19617500
Alicia Brewer,diana88@white.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-08-01,EMI,8,August,2024,20340000,15754500
Penny Rodriguez,deborahharris@taylor-norman.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-11-07,EMI,11,November,2023,8230000,5449375
Brian Daniels,lawsonjeffrey@ross.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-05-17,EMI,5,May,2023,27120000,22534500
Susan Bradley,thompsonashley@hotmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-12,EMI,9,September,2023,4115000,1334375
Jodi Aguirre,ericalong@williams.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-11,Full Cash,9,September,2023,16460000,13679375
Angela Myers,edwardfaulkner@yahoo.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-14,EMI,9,September,2023,4115000,1334375
Tracy Moreno,rtaylor@yahoo.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-03-04,EMI,3,March,2024,27120000,22534500
Keith Kaufman,courtney91@chambers-turner.net,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-12-25,Full Cash,12,December,2023,13560000,8974500
Christine Walker,andrew87@brady-woods.org,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-10-19,Full Cash,10,October,2022,20340000,15754500
Collin Burns,donaldrodriguez@atkinson-lewis.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-21,Full Cash,9,September,2023,4115000,1334375
Claire Gibbs,richard36@harris.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-08-13,Full Cash,8,August,2024,6780000,2194500
Devon Thompson,lindataylor@mayo.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-06-24,Full Cash,6,June,2023,6780000,2194500
Eduardo Thomas,russell73@fowler.biz,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-08-08,EMI,8,August,2024,0,-4585500
Michael Alexander,joshua90@bray.info,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-11-18,Full Cash,11,November,2023,6780000,2194500
James Schmidt,heather12@yahoo.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-27,EMI,9,September,2023,0,-2780625
Jeremy Hall,castillogary@gmail.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-06-21,EMI,6,June,2021,5900000,1917500
Samuel Rodriguez MD,angelica59@yahoo.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-07-27,EMI,7,July,2021,5900000,1917500
Victoria Tyler,jonesshelley@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-05-07,EMI,5,May,2023,6780000,2194500
Ryan Vasquez,maynardkyle@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-05-04,EMI,5,May,2023,20340000,15754500
Gregory Daniels,wilsoncolin@cohen.org,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-17,EMI,9,September,2023,0,-2780625
Brett Rodriguez DVM,mcdonaldsonya@gmail.com,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,4,2024-01-27,EMI,1,January,2024,44000000,36575000
Joseph Huynh,bmurray@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-06-28,EMI,6,June,2023,27120000,22534500
Joshua Lopez,luke48@gmail.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-26,Full Cheque,9,September,2023,12345000,9564375
Marcus Harrison,marvinclayton@king.info,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-07-02,Full Cash,7,July,2023,20340000,15754500
Michelle Valdez,heather21@evans.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-06-15,Full Cheque,6,June,2024,27120000,22534500
Tammy Waters,powellbenjamin@carr-green.net,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-04-23,EMI,4,April,2021,5900000,1917500
Stephen Wong,matthewwright@bautista.com,Lalitpur,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,1,2024-12-26,Full Cheque,12,December,2024,5890000,1910250
Douglas Johnson,mcobb@williams-lewis.biz,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-17,EMI,9,September,2023,8230000,5449375
Christopher Smith,janderson@yahoo.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-08-25,EMI,8,August,2023,27120000,22534500
Kendra Moore,gbennett@gmail.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-12-04,Full Cheque,12,December,2023,6780000,2194500
James Williams,sparkseric@jones.com,Lalitpur,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,1,2024-12-28,EMI,12,December,2024,5890000,1910250
Karen Villarreal,jasonward@hotmail.com,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,3,2024-01-26,EMI,1,January,2024,33000000,25575000
Andrew Lozano,williamsjasmine@torres.com,Lalitpur,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-04-20,EMI,4,April,2021,17700000,13717500
Virginia Skinner,joseph17@webb.com,Lalitpur,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,4,2024-01-25,EMI,1,January,2024,44000000,36575000
Erica Nguyen,xfoster@gutierrez-cain.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-11-27,EMI,11,November,2023,0,-2780625
Robert Avila,osbornejennifer@smith.com,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-02-04,EMI,2,February,2024,27120000,22534500
Lisa Yu,emily22@duncan.com,Lalitpur,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,1,2024-12-28,Full Cash,12,December,2024,5890000,1910250
Valerie Stewart,gardnerrichard@lopez.info,Lalitpur,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-02-24,EMI,2,February,2023,6780000,2194500
Brad Gill,vmcmahon@yahoo.com,Lalitpur,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2024-01-19,EMI,1,January,2024,4115000,1334375
